uf,regiao,bioma,mes,precipitacao_mm,precipitacao_max_24h_mm,dias_com_chuva,temperatura_media_c,umidade_relativa_pct,rajada_vento_max_kmh,altitude_m,declividade_media_pct,densidade_demografica_hab_km2,pct_area_urbana,indice_vegetacao_ndvi,tipo_desastre
TO,Norte,Amazonia,2,299.2,91.9,23,28.8,87.7,48.4,167.0,0.7,72.6,22.1,0.732,tempestade
BA,Nordeste,Caatinga,2,93.4,20.7,7,30.4,47.9,30.5,299.0,2.3,145.1,29.3,0.207,incendio_florestal
SP,Sudeste,Mata Atlantica,12,189.9,52.8,15,24.8,76.6,42.5,554.0,16.2,111.4,23.4,0.617,nenhum
AL,Nordeste,Caatinga,3,66.9,15.2,7,28.4,71.1,30.1,416.0,3.1,207.6,32.5,0.223,incendio_florestal
CE,Nordeste,Mata Atlantica,11,108.5,22.9,11,30.1,58.8,65.8,186.0,9.0,136.7,28.0,0.372,tempestade
DF,Centro-Oeste,Cerrado,10,264.2,112.1,22,24.1,73.8,44.6,453.0,14.3,16.4,17.7,0.69,deslizamento
SE,Nordeste,Cerrado,6,74.4,26.7,3,23.4,60.7,24.1,508.0,13.6,129.6,31.8,0.457,nenhum
DF,Centro-Oeste,Cerrado,11,171.4,69.8,16,26.8,78.8,39.4,1412.0,9.9,16.1,20.6,0.654,nenhum
MG,Sudeste,Cerrado,11,227.9,49.8,20,24.9,81.0,29.7,254.0,8.3,148.1,32.6,0.587,nenhum
SP,Sudeste,Mata Atlantica,12,222.9,28.8,14,21.0,90.0,36.4,753.0,23.4,26.7,19.6,0.652,deslizamento
TO,Norte,Amazonia,6,80.7,26.5,3,22.8,86.9,54.5,67.0,6.6,7.1,18.2,0.328,nenhum
ES,Sudeste,Mata Atlantica,4,147.1,58.3,8,18.8,79.0,30.9,1725.0,15.8,6.0,12.1,0.511,nenhum
SE,Nordeste,Cerrado,1,80.9,30.0,4,29.5,50.0,31.2,183.0,17.6,1258.7,42.9,0.295,inundacao
MG,Sudeste,Mata Atlantica,11,161.8,29.8,7,24.1,79.9,14.2,306.0,15.3,10.2,16.2,0.545,nenhum
AL,Nordeste,Cerrado,11,109.0,21.1,10,31.8,73.5,37.2,185.0,3.8,204.6,16.6,0.387,estiagem_seca
MG,Sudeste,Mata Atlantica,7,30.9,10.9,2,17.2,77.7,28.9,752.0,18.3,136.1,29.8,0.281,estiagem_seca
SE,Nordeste,Caatinga,1,68.2,25.9,9,30.6,67.2,47.7,373.0,1.0,196.8,33.0,0.329,incendio_florestal
PE,Nordeste,Caatinga,10,37.0,6.6,2,26.1,65.7,19.8,476.0,8.5,10.9,16.8,0.221,incendio_florestal
DF,Centro-Oeste,Amazonia,4,150.9,34.5,13,24.8,62.0,45.0,90.0,15.9,26.3,18.4,0.489,nenhum
TO,Norte,Amazonia,7,99.1,47.3,9,22.3,81.2,44.0,11.0,20.6,11.5,19.8,0.362,nenhum
CE,Nordeste,Caatinga,8,38.5,13.8,2,21.5,65.7,36.5,171.0,25.2,216.3,17.5,0.439,estiagem_seca
MG,Sudeste,Mata Atlantica,2,468.4,143.2,24,21.6,77.8,72.4,411.0,16.1,455.3,35.9,0.712,deslizamento
SP,Sudeste,Cerrado,1,433.8,122.6,27,25.3,86.4,87.0,463.0,24.1,46.0,23.7,0.728,incendio_florestal
AC,Norte,Amazonia,1,525.1,291.7,26,30.8,94.1,71.5,93.0,3.3,1227.8,34.3,0.592,inundacao
SC,Sul,Mata Atlantica,12,411.0,270.2,27,19.4,86.4,27.1,179.0,18.0,72.9,23.7,0.788,deslizamento
SP,Sudeste,Mata Atlantica,12,447.5,219.6,27,22.0,79.6,36.1,604.0,19.0,36.1,17.2,0.654,deslizamento
PR,Sul,Pampa,6,173.4,107.4,9,14.7,75.2,24.4,258.0,13.9,57.0,17.3,0.491,deslizamento
SP,Sudeste,Mata Atlantica,6,48.0,15.9,3,18.4,84.2,21.7,499.0,17.3,101.7,24.8,0.451,nenhum
SP,Sudeste,Mata Atlantica,5,69.5,19.5,9,19.9,77.7,56.8,915.0,15.8,5.4,13.2,0.412,nenhum
GO,Centro-Oeste,Pantanal,5,26.8,11.6,3,25.7,65.6,72.8,716.0,13.4,72.8,18.7,0.217,estiagem_seca
ES,Sudeste,Mata Atlantica,7,40.7,13.4,5,18.4,78.5,55.5,544.0,18.0,38.7,21.3,0.262,incendio_florestal
RS,Sul,Mata Atlantica,5,111.2,49.0,10,17.9,85.0,42.3,88.0,5.1,33.1,20.3,0.474,nenhum
PA,Norte,Amazonia,8,150.6,92.0,13,23.6,94.9,24.1,119.0,6.3,40.3,18.2,0.476,nenhum
SE,Nordeste,Cerrado,5,47.4,10.1,6,28.8,49.5,32.3,576.0,14.8,212.9,28.6,0.273,incendio_florestal
AC,Norte,Amazonia,8,85.5,60.6,7,17.9,86.2,51.0,69.0,2.0,49.4,14.9,0.507,nenhum
PR,Sul,Pampa,12,232.0,73.8,14,19.5,96.7,83.0,44.0,14.9,8.9,19.0,0.594,tempestade
MS,Centro-Oeste,Cerrado,3,284.6,52.1,23,22.8,74.9,61.9,509.0,16.6,54.7,16.4,0.648,deslizamento
SP,Sudeste,Cerrado,1,374.6,68.3,26,24.9,69.7,31.0,301.0,13.5,33.9,24.6,0.852,inundacao
SP,Sudeste,Cerrado,7,49.0,12.0,4,16.5,78.9,29.3,1213.0,18.2,49.3,20.5,0.34,incendio_florestal
PR,Sul,Pampa,2,280.8,74.4,27,19.7,100.0,35.1,743.0,12.7,43.5,24.3,0.693,nenhum
CE,Nordeste,Cerrado,3,117.0,27.8,7,27.5,59.8,47.6,104.0,10.5,82.9,25.0,0.524,nenhum
RJ,Sudeste,Cerrado,10,109.6,44.3,12,21.5,75.1,23.9,1147.0,14.8,6.1,14.8,0.473,nenhum
SC,Sul,Pampa,6,161.7,57.0,13,15.5,75.2,36.4,503.0,10.1,6.4,17.3,0.612,nenhum
PA,Norte,Amazonia,7,83.3,34.3,3,27.3,86.2,41.9,88.0,13.7,42.6,16.2,0.283,estiagem_seca
ES,Sudeste,Mata Atlantica,10,164.9,74.6,18,23.6,68.5,49.6,383.0,12.0,32.9,25.8,0.534,nenhum
BA,Nordeste,Caatinga,2,69.0,36.3,9,33.8,61.6,20.2,454.0,1.8,11.6,19.3,0.335,estiagem_seca
RJ,Sudeste,Cerrado,6,43.9,15.0,4,23.0,74.4,36.0,672.0,10.2,2.3,13.8,0.354,incendio_florestal
GO,Centro-Oeste,Cerrado,1,339.4,193.8,28,25.4,66.0,43.8,399.0,7.7,70.8,29.3,0.488,inundacao
CE,Nordeste,Mata Atlantica,6,54.1,13.6,3,24.8,58.9,47.7,701.0,6.5,24.8,15.4,0.231,incendio_florestal
BA,Nordeste,Caatinga,3,73.9,31.4,8,29.0,63.1,41.4,308.0,9.0,80.2,30.0,0.32,incendio_florestal
RO,Norte,Amazonia,11,379.1,213.4,29,26.7,95.4,64.7,11.0,11.3,73.0,23.5,0.712,inundacao
RR,Norte,Amazonia,4,185.1,64.5,12,26.5,77.6,30.9,211.0,11.4,142.1,26.3,0.443,nenhum
RJ,Sudeste,Mata Atlantica,3,100.8,31.5,5,21.2,65.4,82.3,1186.0,15.3,9.9,14.2,0.381,incendio_florestal
PB,Nordeste,Cerrado,1,65.8,29.0,6,30.9,66.4,56.8,248.0,8.0,50.6,16.9,0.373,incendio_florestal
BA,Nordeste,Caatinga,2,66.7,28.5,4,34.1,71.7,56.3,276.0,7.1,1118.2,23.4,0.323,estiagem_seca
ES,Sudeste,Mata Atlantica,3,196.6,88.1,19,23.6,84.1,11.0,1105.0,14.7,70.6,15.3,0.661,nenhum
ES,Sudeste,Mata Atlantica,3,147.1,25.2,14,23.0,87.9,30.2,1247.0,28.1,459.2,25.6,0.548,deslizamento
SP,Sudeste,Mata Atlantica,9,93.9,13.3,13,20.0,63.2,21.7,815.0,22.0,140.2,30.1,0.285,nenhum
SC,Sul,Mata Atlantica,11,180.7,60.1,13,22.4,77.2,20.3,427.0,7.4,12.9,19.0,0.543,nenhum
CE,Nordeste,Caatinga,11,60.6,36.5,4,24.9,54.1,101.4,675.0,7.4,1813.6,20.8,0.29,tempestade
ES,Sudeste,Mata Atlantica,12,65.4,25.5,6,23.7,74.4,60.3,989.0,15.7,394.3,34.5,0.383,nenhum
AP,Norte,Amazonia,11,174.9,75.4,19,29.6,91.7,31.5,93.0,14.4,7.1,15.4,0.612,tempestade
MG,Sudeste,Cerrado,6,41.0,13.1,2,20.6,72.5,21.6,1270.0,14.6,38.9,17.7,0.236,incendio_florestal
SC,Sul,Mata Atlantica,5,28.6,6.9,1,17.7,76.8,44.8,147.0,14.8,714.0,29.9,0.339,estiagem_seca
RJ,Sudeste,Cerrado,8,60.0,13.9,5,20.4,60.5,31.7,499.0,18.9,128.6,16.1,0.248,nenhum
SP,Sudeste,Mata Atlantica,4,70.8,9.8,6,26.6,81.2,48.1,844.0,27.8,3.1,12.4,0.338,deslizamento
MG,Sudeste,Mata Atlantica,8,31.4,4.1,1,16.9,77.6,26.3,294.0,19.5,17.3,15.6,0.214,incendio_florestal
MA,Nordeste,Caatinga,12,65.3,22.6,5,30.5,64.5,39.0,393.0,4.5,15.1,18.4,0.311,incendio_florestal
ES,Sudeste,Mata Atlantica,3,188.8,41.3,14,19.9,93.7,50.3,45.0,3.8,455.5,34.9,0.359,nenhum
SP,Sudeste,Mata Atlantica,10,192.0,81.2,14,25.0,83.2,85.5,870.0,21.4,107.0,24.2,0.553,tempestade
SC,Sul,Mata Atlantica,12,113.9,72.7,6,21.9,86.3,8.7,378.0,15.0,31.1,21.1,0.302,nenhum
DF,Centro-Oeste,Pantanal,7,83.8,11.8,7,22.2,64.8,41.9,843.0,14.8,15.4,22.0,0.331,nenhum
AC,Norte,Cerrado,5,103.3,34.9,6,25.4,87.3,26.1,42.0,3.5,134.8,28.4,0.462,nenhum
SP,Sudeste,Mata Atlantica,4,93.7,36.3,3,21.8,69.6,9.0,937.0,22.6,41.0,16.5,0.41,nenhum
PA,Norte,Amazonia,3,261.5,79.8,20,28.5,98.7,36.9,80.0,4.4,64.7,28.8,0.8,inundacao
PE,Nordeste,Cerrado,4,99.4,43.1,4,26.4,71.0,40.2,793.0,4.1,122.7,19.9,0.475,nenhum
RN,Nordeste,Cerrado,9,111.0,50.5,10,24.7,60.0,47.4,364.0,17.2,64.1,21.8,0.488,nenhum
SP,Sudeste,Mata Atlantica,7,43.5,8.5,4,17.9,77.3,77.3,480.0,28.4,6.5,17.0,0.269,incendio_florestal
AL,Nordeste,Caatinga,3,94.6,40.4,8,28.9,64.4,42.0,150.0,3.1,178.0,25.7,0.354,incendio_florestal
PE,Nordeste,Caatinga,7,71.2,28.7,3,23.1,68.1,63.1,166.0,6.8,233.6,32.1,0.349,nenhum
AP,Norte,Amazonia,10,296.4,46.9,26,24.4,98.1,51.4,163.0,16.7,1165.0,34.6,0.591,deslizamento
PR,Sul,Pampa,1,244.3,46.5,18,19.6,85.1,32.0,65.0,5.4,19.4,21.1,0.657,nenhum
MG,Sudeste,Mata Atlantica,1,207.4,84.6,21,25.0,89.3,42.6,383.0,13.5,338.3,24.5,0.659,nenhum
RO,Norte,Amazonia,12,605.9,204.0,29,25.3,92.6,75.1,129.0,10.1,336.3,37.2,0.628,inundacao
AC,Norte,Amazonia,9,80.7,11.6,8,25.3,92.5,15.2,34.0,7.4,244.8,25.7,0.247,nenhum
RJ,Sudeste,Mata Atlantica,7,24.3,8.3,1,16.3,69.7,37.4,494.0,16.1,62.7,22.2,0.306,estiagem_seca
AL,Nordeste,Cerrado,11,75.0,41.1,6,29.1,65.1,19.5,314.0,8.6,12.5,16.3,0.336,incendio_florestal
ES,Sudeste,Cerrado,8,104.2,49.9,5,19.5,82.1,25.7,734.0,18.5,31.9,14.9,0.386,nenhum
GO,Centro-Oeste,Cerrado,7,29.9,4.1,1,22.3,70.0,65.1,171.0,2.8,9.2,12.6,0.466,estiagem_seca
RS,Sul,Pampa,3,105.8,26.5,11,23.6,87.8,22.0,392.0,5.3,5.1,11.2,0.447,nenhum
SE,Nordeste,Caatinga,10,41.5,15.8,4,27.2,68.4,14.9,170.0,12.7,152.9,29.5,0.413,estiagem_seca
RJ,Sudeste,Cerrado,10,128.9,39.4,8,21.5,60.7,38.0,368.0,10.3,14.0,14.0,0.418,nenhum
RO,Norte,Amazonia,4,168.1,99.4,11,28.5,86.7,50.3,135.0,9.1,2.5,13.5,0.495,tempestade
PR,Sul,Mata Atlantica,9,170.1,37.5,13,18.7,87.3,14.2,497.0,23.6,59.6,27.7,0.47,deslizamento
PR,Sul,Mata Atlantica,9,201.0,52.3,15,18.7,72.5,84.0,243.0,16.8,167.3,20.1,0.575,tempestade
RJ,Sudeste,Mata Atlantica,2,202.5,82.1,15,26.2,90.4,36.2,855.0,11.0,127.6,18.4,0.568,nenhum
DF,Centro-Oeste,Cerrado,2,313.3,136.4,26,24.2,66.6,55.0,1711.0,6.1,11.3,19.6,0.602,inundacao
CE,Nordeste,Cerrado,8,48.3,43.7,7,21.8,64.6,23.9,191.0,3.4,20.1,23.3,0.363,nenhum
RJ,Sudeste,Mata Atlantica,8,72.4,10.2,8,20.6,80.5,46.8,664.0,18.1,91.9,28.5,0.332,nenhum
RJ,Sudeste,Mata Atlantica,8,30.3,7.8,3,21.0,55.4,33.9,759.0,6.6,192.7,22.8,0.325,estiagem_seca
RN,Nordeste,Caatinga,5,86.6,45.2,10,25.9,63.3,42.1,196.0,14.4,95.3,23.8,0.387,nenhum
GO,Centro-Oeste,Cerrado,11,272.4,125.5,23,27.7,85.8,57.7,65.0,20.2,183.5,21.8,0.844,deslizamento
MS,Centro-Oeste,Cerrado,6,42.4,10.7,2,25.0,70.0,46.5,253.0,1.1,38.5,20.8,0.304,incendio_florestal
SP,Sudeste,Mata Atlantica,3,280.6,78.9,23,22.8,85.9,23.4,596.0,7.6,90.1,22.0,0.733,nenhum
SP,Sudeste,Cerrado,2,351.1,143.8,28,26.2,70.1,25.0,41.0,19.0,68.6,27.2,0.739,inundacao
ES,Sudeste,Mata Atlantica,11,197.6,45.9,12,24.1,75.6,51.9,167.0,17.4,9.5,19.5,0.496,nenhum
RJ,Sudeste,Mata Atlantica,9,116.3,52.5,12,19.1,81.4,33.6,1320.0,24.8,3.5,12.2,0.38,deslizamento
PI,Nordeste,Mata Atlantica,6,76.7,30.1,8,25.3,56.9,39.8,355.0,5.4,13.6,21.4,0.284,nenhum
CE,Nordeste,Cerrado,3,78.0,39.3,6,27.8,66.8,41.5,747.0,8.9,16.4,21.1,0.332,incendio_florestal
AP,Norte,Amazonia,2,292.7,119.0,22,27.0,95.4,63.5,114.0,2.8,364.3,34.2,0.607,tempestade
RJ,Sudeste,Mata Atlantica,2,188.9,73.0,13,22.9,78.6,35.9,367.0,17.7,41.4,26.7,0.557,nenhum
GO,Centro-Oeste,Cerrado,2,326.8,220.1,29,27.3,79.4,53.5,209.0,4.9,14.0,14.5,0.799,inundacao
DF,Centro-Oeste,Cerrado,7,56.0,11.4,4,18.9,67.3,36.4,793.0,6.4,36.9,20.6,0.208,incendio_florestal
CE,Nordeste,Caatinga,3,81.3,21.3,7,32.1,66.0,23.0,313.0,18.6,67.1,29.1,0.231,incendio_florestal
CE,Nordeste,Cerrado,2,98.0,62.1,9,32.3,59.0,38.4,142.0,2.5,25.5,19.7,0.357,estiagem_seca
RJ,Sudeste,Cerrado,4,206.5,74.1,15,20.0,89.1,27.1,1005.0,16.6,20.6,13.0,0.545,nenhum
PB,Nordeste,Caatinga,9,15.9,2.3,3,27.2,66.7,40.5,90.0,12.5,27.0,22.6,0.136,estiagem_seca
RR,Norte,Amazonia,6,137.5,40.9,8,21.8,85.3,42.4,19.0,11.4,67.5,28.4,0.419,nenhum
RJ,Sudeste,Cerrado,2,151.1,64.2,10,25.6,78.5,24.5,174.0,22.2,37.8,20.5,0.507,nenhum
MA,Nordeste,Mata Atlantica,9,75.5,35.3,3,26.8,73.9,10.7,360.0,14.9,24.3,22.1,0.345,tempestade
PE,Nordeste,Cerrado,6,185.1,70.9,19,23.4,64.8,38.7,321.0,10.7,15.6,15.9,0.527,nenhum
DF,Centro-Oeste,Cerrado,3,80.2,41.5,6,27.0,60.6,40.6,1177.0,4.9,80.8,29.4,0.337,nenhum
ES,Sudeste,Mata Atlantica,9,93.1,15.9,7,17.8,75.5,28.5,643.0,13.1,27.4,13.4,0.287,nenhum
PB,Nordeste,Caatinga,12,75.6,30.3,11,32.1,59.9,67.3,674.0,9.0,115.1,22.1,0.399,tempestade
MG,Sudeste,Cerrado,7,49.6,12.2,3,19.0,81.7,39.1,456.0,13.1,519.4,28.0,0.286,incendio_florestal
SC,Sul,Mata Atlantica,2,167.3,63.9,12,18.9,83.9,28.3,181.0,12.0,9.2,17.8,0.553,nenhum
SP,Sudeste,Mata Atlantica,4,137.6,20.8,8,20.1,75.1,21.2,524.0,14.9,34.1,16.3,0.484,nenhum
GO,Centro-Oeste,Cerrado,8,73.9,22.3,5,22.6,63.4,22.3,947.0,3.4,4.5,11.1,0.268,nenhum
ES,Sudeste,Mata Atlantica,12,354.0,115.3,25,21.1,83.8,28.0,500.0,18.0,34.3,24.6,0.626,deslizamento
DF,Centro-Oeste,Cerrado,12,143.9,19.4,15,27.1,73.3,17.1,1392.0,6.5,837.6,25.2,0.56,nenhum
MT,Centro-Oeste,Cerrado,12,95.6,16.4,5,30.4,64.3,49.2,311.0,9.6,120.2,26.6,0.415,estiagem_seca
DF,Centro-Oeste,Cerrado,10,153.3,68.5,13,24.3,72.5,57.1,1010.0,12.8,18.1,19.5,0.484,nenhum
RN,Nordeste,Cerrado,7,73.2,31.0,1,26.4,59.6,63.6,521.0,22.1,98.4,30.9,0.377,nenhum
TO,Norte,Amazonia,8,75.8,30.7,8,25.7,88.3,16.5,85.0,8.7,9.1,19.4,0.431,nenhum
DF,Centro-Oeste,Cerrado,9,85.2,39.5,5,27.0,62.1,63.6,557.0,2.4,9.1,11.9,0.496,nenhum
AM,Norte,Amazonia,9,122.4,55.4,5,23.7,84.3,34.4,191.0,4.9,131.9,18.2,0.502,nenhum
MS,Centro-Oeste,Pantanal,8,106.9,35.6,8,23.2,72.4,42.9,807.0,4.3,30.9,15.5,0.53,nenhum
SP,Sudeste,Cerrado,2,585.7,310.2,24,21.1,84.7,63.8,1285.0,16.8,35.3,23.3,0.665,deslizamento
RS,Sul,Mata Atlantica,11,74.6,20.5,4,21.4,71.1,34.8,257.0,15.3,45.9,23.0,0.412,nenhum
RR,Norte,Amazonia,1,192.3,40.9,13,28.6,100.0,65.5,190.0,8.1,33.6,17.0,0.505,tempestade
ES,Sudeste,Mata Atlantica,6,58.2,16.6,3,19.1,73.9,78.9,1498.0,8.8,349.7,28.5,0.355,tempestade
MS,Centro-Oeste,Cerrado,6,61.7,19.8,9,22.6,71.1,54.2,1221.0,16.6,5.5,15.3,0.36,nenhum
AC,Norte,Amazonia,12,427.4,139.6,27,26.9,100.0,60.7,92.0,7.5,14.8,15.4,0.727,inundacao
PB,Nordeste,Caatinga,2,158.2,60.6,17,31.0,56.6,62.8,514.0,9.2,69.4,24.0,0.582,tempestade
TO,Norte,Amazonia,6,89.4,45.6,4,23.3,91.7,35.4,203.0,8.7,8.6,13.0,0.339,nenhum
CE,Nordeste,Mata Atlantica,5,47.2,13.7,3,24.4,77.9,22.5,250.0,9.8,15.7,18.5,0.412,nenhum
CE,Nordeste,Mata Atlantica,2,147.7,72.1,11,29.5,64.8,13.2,553.0,7.4,179.4,30.0,0.504,tempestade
PI,Nordeste,Cerrado,3,83.8,23.7,5,29.8,59.3,39.3,94.0,9.1,14.0,19.0,0.395,incendio_florestal
MS,Centro-Oeste,Pantanal,6,80.7,11.2,6,23.6,56.8,28.7,95.0,17.5,168.6,17.6,0.289,nenhum
PA,Norte,Amazonia,11,217.2,82.4,18,24.6,100.0,28.1,0.0,9.5,6.6,13.2,0.59,inundacao
BA,Nordeste,Caatinga,5,240.4,83.8,21,25.8,63.7,16.8,523.0,15.1,1077.4,42.4,0.652,inundacao
RR,Norte,Amazonia,11,259.4,119.3,21,26.2,81.6,23.5,4.0,15.0,137.0,20.7,0.669,inundacao
SP,Sudeste,Mata Atlantica,9,116.8,63.4,10,21.4,84.8,65.1,755.0,14.3,141.9,17.6,0.521,tempestade
CE,Nordeste,Cerrado,10,39.3,17.7,3,27.1,60.9,57.0,235.0,6.9,27.6,16.5,0.36,estiagem_seca
ES,Sudeste,Mata Atlantica,11,129.3,26.5,9,22.2,72.5,73.2,468.0,15.0,50.2,23.3,0.392,tempestade
CE,Nordeste,Caatinga,9,57.9,19.9,7,24.4,59.5,15.0,33.0,4.7,2825.6,48.1,0.239,nenhum
RR,Norte,Amazonia,9,246.6,131.2,18,24.1,81.9,35.1,89.0,8.7,9.6,18.4,0.662,inundacao
PR,Sul,Mata Atlantica,2,126.3,48.5,11,20.1,77.9,28.3,636.0,9.8,21.2,20.0,0.511,nenhum
RO,Norte,Amazonia,9,94.5,37.3,5,25.1,83.5,46.6,303.0,6.9,30.1,19.6,0.398,nenhum
AP,Norte,Amazonia,1,248.6,152.9,17,31.0,92.2,33.1,140.0,13.2,63.9,15.0,0.68,tempestade
PE,Nordeste,Caatinga,9,35.5,16.6,0,28.4,73.5,23.1,436.0,12.2,138.7,23.4,0.307,nenhum
SC,Sul,Pampa,8,168.8,74.2,11,16.8,80.7,27.3,458.0,11.1,104.1,20.0,0.507,nenhum
ES,Sudeste,Mata Atlantica,10,222.7,86.4,18,17.4,75.1,38.6,65.0,14.9,9.8,13.9,0.698,inundacao
RJ,Sudeste,Mata Atlantica,8,48.5,17.4,6,24.8,66.5,39.3,35.0,11.4,156.8,22.4,0.314,incendio_florestal
SC,Sul,Mata Atlantica,5,237.7,88.8,24,16.8,91.5,35.2,66.0,11.3,155.3,32.4,0.699,incendio_florestal
RR,Norte,Amazonia,5,260.9,114.3,21,26.9,91.0,33.3,86.0,19.7,55.1,20.4,0.726,deslizamento
PR,Sul,Mata Atlantica,8,48.6,13.2,2,17.1,78.5,61.2,610.0,18.3,19.3,15.5,0.337,incendio_florestal
BA,Nordeste,Mata Atlantica,6,188.1,54.7,13,21.4,60.8,21.8,621.0,3.1,75.9,24.4,0.65,nenhum
SP,Sudeste,Mata Atlantica,5,389.1,86.6,27,20.3,69.0,31.1,1288.0,20.3,32.5,23.3,0.622,deslizamento
DF,Centro-Oeste,Cerrado,6,71.4,28.0,3,24.8,68.3,42.3,1636.0,18.6,46.1,15.7,0.375,nenhum
PB,Nordeste,Caatinga,7,43.1,8.7,5,22.0,53.0,34.4,206.0,13.0,51.0,21.4,0.305,tempestade
SC,Sul,Mata Atlantica,3,171.1,42.2,9,18.9,80.4,51.1,558.0,3.9,13.3,19.6,0.56,nenhum
PI,Nordeste,Caatinga,8,72.2,26.7,6,21.6,68.7,21.4,659.0,9.6,52.3,17.6,0.321,nenhum
SC,Sul,Pampa,4,77.5,40.7,4,17.1,94.6,11.6,454.0,6.0,246.2,27.5,0.348,nenhum
SE,Nordeste,Caatinga,4,129.0,22.9,7,25.0,66.4,31.2,81.0,13.9,136.8,16.2,0.425,nenhum
ES,Sudeste,Mata Atlantica,6,28.9,7.5,2,21.0,83.5,55.2,4.0,4.3,37.1,18.2,0.18,incendio_florestal
PR,Sul,Mata Atlantica,2,183.3,22.3,13,20.2,77.9,53.3,877.0,5.8,34.3,19.5,0.543,nenhum
PA,Norte,Amazonia,8,99.5,22.1,4,26.1,74.5,43.0,308.0,12.3,691.1,30.4,0.389,nenhum
PR,Sul,Pampa,9,125.8,25.1,6,17.5,83.8,26.6,407.0,17.1,13.4,18.6,0.381,incendio_florestal
MG,Sudeste,Mata Atlantica,12,575.1,261.9,27,26.0,77.7,44.9,456.0,17.6,130.5,29.7,0.618,deslizamento
MG,Sudeste,Mata Atlantica,4,218.7,45.0,15,21.3,79.1,42.3,718.0,26.6,308.3,31.5,0.619,deslizamento
MA,Nordeste,Mata Atlantica,7,65.1,14.2,7,25.8,63.0,37.9,25.0,2.4,9.5,11.9,0.41,nenhum
SP,Sudeste,Cerrado,7,29.6,9.0,0,18.6,84.1,51.3,495.0,11.6,38.5,17.5,0.336,estiagem_seca
MG,Sudeste,Cerrado,9,268.4,39.6,23,21.5,81.7,11.9,100.0,14.6,261.8,34.3,0.558,inundacao
MS,Centro-Oeste,Cerrado,8,90.0,40.2,6,23.5,57.9,36.7,632.0,4.5,16.6,20.4,0.54,nenhum
SE,Nordeste,Mata Atlantica,10,47.4,21.9,4,29.5,67.8,49.2,266.0,5.5,62.0,28.1,0.175,incendio_florestal
PE,Nordeste,Caatinga,11,40.2,14.1,2,28.9,64.6,28.2,215.0,6.5,6.1,13.7,0.299,deslizamento
PR,Sul,Mata Atlantica,2,509.1,306.1,28,19.6,93.5,42.9,525.0,11.7,27.1,23.2,0.5,inundacao
RO,Norte,Amazonia,5,200.7,22.9,15,25.6,98.1,24.8,85.0,7.4,402.5,29.6,0.484,nenhum
ES,Sudeste,Mata Atlantica,8,40.3,18.4,4,21.6,77.2,46.0,61.0,12.7,7.7,15.4,0.245,incendio_florestal
PR,Sul,Mata Atlantica,7,94.2,31.9,7,15.9,81.7,31.4,536.0,6.8,4.3,16.3,0.49,incendio_florestal
RO,Norte,Amazonia,6,115.2,47.3,10,23.0,100.0,78.0,393.0,9.6,46.8,20.6,0.544,tempestade
PI,Nordeste,Caatinga,3,31.7,6.6,0,29.9,62.9,30.1,147.0,1.3,110.1,24.8,0.28,estiagem_seca
SP,Sudeste,Mata Atlantica,7,42.5,7.5,2,19.8,63.8,9.7,357.0,13.5,23.8,21.2,0.26,incendio_florestal
PA,Norte,Amazonia,9,146.2,88.3,12,23.2,96.8,77.8,58.0,7.7,31.2,22.0,0.297,tempestade
ES,Sudeste,Mata Atlantica,1,128.9,68.5,11,26.8,86.9,70.0,764.0,9.7,150.5,20.2,0.395,tempestade
MG,Sudeste,Mata Atlantica,8,57.3,24.0,3,16.9,73.4,16.3,1102.0,28.7,311.1,22.8,0.187,deslizamento
ES,Sudeste,Mata Atlantica,11,181.2,49.9,13,22.7,72.1,25.1,358.0,17.2,107.8,16.2,0.511,nenhum
CE,Nordeste,Cerrado,7,88.0,61.7,5,23.4,55.7,58.1,331.0,15.5,205.0,24.6,0.342,nenhum
MG,Sudeste,Mata Atlantica,12,317.9,169.4,22,26.6,76.9,25.9,447.0,11.1,47.3,22.2,0.678,inundacao
SP,Sudeste,Mata Atlantica,5,283.1,71.4,23,20.4,95.2,32.2,597.0,10.8,19.4,16.7,0.667,deslizamento
SE,Nordeste,Caatinga,1,68.8,28.9,8,28.4,53.1,23.4,178.0,2.2,5.3,14.6,0.328,incendio_florestal
ES,Sudeste,Cerrado,9,75.0,38.0,8,17.6,70.9,55.3,296.0,15.1,6.3,11.7,0.345,nenhum
PR,Sul,Mata Atlantica,3,264.5,79.1,20,17.8,81.1,66.4,654.0,11.3,41.0,20.3,0.659,tempestade
RJ,Sudeste,Mata Atlantica,1,66.9,34.0,8,24.6,67.7,61.3,834.0,3.1,347.1,29.9,0.387,nenhum
MT,Centro-Oeste,Pantanal,3,115.6,38.0,5,26.4,56.6,42.7,55.0,14.3,12.1,18.4,0.48,nenhum
CE,Nordeste,Mata Atlantica,12,118.5,54.4,6,33.8,61.8,48.6,217.0,15.1,4975.6,39.5,0.328,estiagem_seca
AC,Norte,Amazonia,10,188.1,71.9,14,25.9,97.1,78.2,3.0,6.1,38.0,18.5,0.54,tempestade
BA,Nordeste,Mata Atlantica,4,114.0,26.4,10,29.3,59.0,32.0,364.0,11.5,11.0,19.7,0.563,estiagem_seca
AP,Norte,Amazonia,8,139.8,45.5,16,24.1,89.2,37.5,100.0,19.2,21.6,22.0,0.424,incendio_florestal
